date,home_team,away_team,home_score,away_score
2022-12-03,Hawks,Timberwolves,108,114
2022-12-04,Thunder,Jazz,90,102
2022-12-05,Mavericks,Trail Blazers,101,110
2022-12-06,Rockets,Knicks,110,101
2022-12-07,Timberwolves,Celtics,118,126
2022-12-08,Clippers,Hawks,127,117
2022-12-09,76ers,Clippers,109,120
2022-12-10,Pacers,Cavaliers,114,114
2022-12-11,Raptors,Trail Blazers,121,120
2022-12-12,Pelicans,Magic,113,122
2022-12-13,Hornets,Bucks,116,109
2022-12-14,Mavericks,Warriors,103,110
2022-12-15,Pelicans,Raptors,94,95
2022-12-16,Timberwolves,Jazz,109,106
2022-12-17,Rockets,Clippers,83,89
2022-12-18,Bulls,Knicks,108,132
2022-12-19,Nuggets,Wizards,90,109
2022-12-20,Kings,Thunder,117,85
2022-12-21,Grizzlies,Knicks,111,100
2022-12-22,Thunder,Pelicans,102,105
2022-12-23,Clippers,Magic,104,100
2022-12-24,Kings,Mavericks,109,157
2022-12-25,Jazz,Hawks,119,116
2022-12-26,Knicks,Pistons,117,100
2022-12-27,76ers,Wizards,110,96
2022-12-28,76ers,Lakers,109,102
2022-12-29,Rockets,Warriors,119,123
2022-12-30,Kings,Warriors,100,124
2022-12-31,Pistons,Pelicans,123,114
2023-01-01,Jazz,Hawks,130,125
2023-01-02,Celtics,Lakers,88,118
2023-01-03,Nuggets,Suns,109,101
2023-01-04,Suns,Celtics,97,118
2023-01-05,Spurs,Celtics,119,114
2023-01-06,Clippers,Pacers,104,106
2023-01-07,Bulls,Wizards,97,91
2023-01-08,Heat,Suns,112,80
2023-01-09,Suns,Mavericks,105,105
2023-01-10,Kings,Jazz,100,90
2023-01-11,Grizzlies,Heat,100,114
2023-01-12,Trail Blazers,Pacers,106,100
2023-01-13,Suns,Hornets,97,97
2023-01-14,Hornets,Hawks,115,112
2023-01-15,Celtics,Kings,107,118
2023-01-16,Jazz,Spurs,134,106
2023-01-17,Pelicans,Trail Blazers,101,125
2023-01-18,Pelicans,Spurs,116,116
2023-01-19,Timberwolves,Jazz,112,104
2023-01-20,Magic,Wizards,119,113
2023-01-21,Wizards,Pacers,96,125
2023-01-22,Rockets,Bucks,104,116
2023-01-23,Jazz,Suns,106,110
2023-01-24,Celtics,Lakers,125,92
2023-01-25,Pelicans,Hornets,128,107
2023-01-26,Wizards,Pelicans,98,87
2023-01-27,76ers,Wizards,103,112
2023-01-28,Heat,Lakers,119,111
2023-01-29,Pistons,Trail Blazers,104,122
2023-01-30,Cavaliers,Heat,92,106
2023-01-31,Bucks,Raptors,127,96
2023-02-01,Nuggets,Pacers,102,110
2023-02-02,76ers,Heat,112,115
2023-02-03,Hornets,Pelicans,94,149
2023-02-04,Thunder,Cavaliers,114,107
2023-02-05,Trail Blazers,Timberwolves,114,105
2023-02-06,Nets,Celtics,118,104
2023-02-07,Spurs,Clippers,92,112
2023-02-08,Knicks,76ers,116,112
2023-02-09,Wizards,Clippers,121,102
2023-02-10,Heat,Magic,122,87
2023-02-11,Jazz,Timberwolves,96,107
2023-02-12,Hornets,Celtics,119,94
2023-02-13,Hornets,Hawks,106,115
2023-02-14,Hornets,Thunder,107,104
2023-02-15,Rockets,Spurs,134,124
2023-02-16,Trail Blazers,Nuggets,121,103
2023-02-17,Pacers,Bucks,103,96
2023-02-18,Hawks,Warriors,121,113
2023-02-19,Clippers,Grizzlies,92,99
2023-02-20,Timberwolves,Trail Blazers,122,125
2023-02-21,Mavericks,Nuggets,87,129
2023-02-22,Knicks,Bucks,93,106
2023-02-23,Celtics,Pelicans,83,122
2023-02-24,Bucks,76ers,125,119
2023-02-25,Celtics,Lakers,129,103
2023-02-26,Nuggets,Spurs,132,92
2023-02-27,Rockets,Cavaliers,98,121
2023-02-28,Timberwolves,Raptors,126,103
2023-03-01,Pacers,Knicks,104,106
2023-03-02,Cavaliers,Trail Blazers,117,111
2023-03-03,Bulls,Raptors,109,106
2023-03-04,Lakers,Pelicans,89,115
2023-03-05,Pacers,Timberwolves,93,122
2023-03-06,Thunder,Lakers,131,112
2023-03-07,Nuggets,76ers,111,138
2023-03-08,Celtics,Trail Blazers,94,137
2023-03-09,Heat,Mavericks,88,105
2023-03-10,Bulls,Nuggets,98,111
2023-03-11,Warriors,Bulls,132,115
2023-03-12,Hornets,Magic,102,122
2023-03-13,Hawks,Cavaliers,99,126
2023-03-14,Warriors,Wizards,109,107
2023-03-15,Nets,Cavaliers,92,103
2023-03-16,Pacers,Magic,120,84
2023-03-17,Bulls,Pelicans,113,100
2023-03-18,Nuggets,Wizards,106,108
2023-03-19,Heat,Hawks,115,115
2023-03-20,Nets,Cavaliers,124,84
2023-03-21,Bulls,Rockets,108,90
2023-03-22,Nets,Clippers,123,112
2023-03-23,Clippers,Jazz,121,94
2023-03-24,Hawks,Wizards,102,107
2023-03-25,Pelicans,Timberwolves,96,100
2023-03-26,Jazz,Hawks,90,123
2023-03-27,76ers,Kings,102,116
2023-03-28,Magic,Bulls,105,107
2023-03-29,Suns,Jazz,137,105
2023-03-30,Rockets,Thunder,118,95
2023-03-31,Jazz,Rockets,100,134
2023-04-01,Celtics,Thunder,105,116
2023-04-02,Celtics,Thunder,89,95
2023-04-03,Hawks,Raptors,130,115
2023-04-04,Grizzlies,Rockets,119,117
2023-04-05,Trail Blazers,Nuggets,117,115
2023-04-06,Rockets,Pelicans,110,101
2023-04-07,Pacers,76ers,110,115
2023-04-08,Pistons,Clippers,98,106
2023-04-09,Cavaliers,Hornets,99,100
2023-04-10,Mavericks,Pacers,135,95
2023-04-11,Heat,Spurs,104,134
2023-04-12,Nets,Heat,92,117
2023-04-13,Hawks,Warriors,114,113
2023-04-14,Celtics,Thunder,125,125
2023-04-15,Warriors,Knicks,127,91
2023-04-16,Timberwolves,Pelicans,124,133
2023-04-17,Thunder,Timberwolves,115,98
2023-04-18,Thunder,Knicks,107,109
2023-04-19,Magic,Celtics,121,109
2023-04-20,Grizzlies,Mavericks,103,112
2023-04-21,Lakers,Cavaliers,99,110
2023-04-22,76ers,Nuggets,108,101
2023-04-23,Hawks,Kings,103,114
2023-04-24,Knicks,Pelicans,125,97
2023-04-25,Grizzlies,Warriors,119,101
2023-04-26,Nets,Celtics,88,115
2023-04-27,Jazz,Rockets,108,129
2023-04-28,Suns,Nets,96,116
2023-04-29,Rockets,Lakers,99,132
2023-04-30,Suns,Spurs,116,94
2023-05-01,Raptors,Clippers,110,131
2023-05-02,Spurs,76ers,108,105
2023-05-03,Jazz,Warriors,119,95
2023-05-04,Raptors,Spurs,119,80
2023-05-05,Hornets,Suns,107,108
2023-05-06,Raptors,Timberwolves,118,119
2023-05-07,Kings,Lakers,100,106
2023-05-08,Mavericks,Hawks,98,95
2023-05-09,Thunder,Hawks,91,93
2023-05-10,Spurs,Suns,116,105
2023-05-11,Celtics,Suns,109,119
2023-05-12,Warriors,Thunder,114,98
2023-05-13,Cavaliers,Grizzlies,120,101
2023-05-14,Spurs,Pacers,102,109
2023-05-15,Knicks,Celtics,112,107
2023-05-16,Wizards,Pistons,101,110
2023-05-17,Pelicans,Bucks,85,103
2023-05-18,Trail Blazers,Raptors,95,117
2023-05-19,Heat,Bulls,84,120
2023-05-20,Heat,Jazz,129,104
2023-05-21,Mavericks,Lakers,97,103
2023-05-22,Nuggets,Heat,99,99
2023-05-23,Spurs,Knicks,120,99
2023-05-24,Thunder,Rockets,117,110
2023-05-25,Rockets,Grizzlies,115,124
2023-05-26,Magic,Lakers,104,96
2023-05-27,Grizzlies,Spurs,107,119
2023-05-28,Wizards,Nuggets,106,111
2023-05-29,Pacers,Grizzlies,125,108
2023-05-30,Lakers,Bulls,133,85
2023-05-31,Kings,Timberwolves,113,96
2023-06-01,Thunder,Rockets,109,115
2023-06-02,Kings,Mavericks,109,103
2023-06-03,Bucks,Rockets,118,104
2023-06-04,Nets,Lakers,104,110
2023-06-05,76ers,Knicks,124,131
2023-06-06,Cavaliers,Rockets,105,110
2023-06-07,Knicks,Suns,101,132
2023-06-08,Hornets,Suns,105,118
2023-06-09,Bucks,Lakers,114,114
2023-06-10,Cavaliers,Clippers,96,122
2023-06-11,Kings,Thunder,94,117
2023-06-12,Mavericks,Kings,126,91
2023-06-13,Warriors,Cavaliers,103,113
2023-06-14,Pelicans,Nuggets,101,115
2023-06-15,Timberwolves,Nuggets,114,110
2023-06-16,Trail Blazers,Grizzlies,124,103
2023-06-17,Hornets,Lakers,120,102
2023-06-18,Nuggets,Magic,107,111
2023-06-19,Hawks,Pelicans,124,117
2023-06-20,Wizards,Heat,87,106
2023-06-21,Rockets,Clippers,118,102
2023-06-22,Hawks,Timberwolves,101,109
2023-06-23,Jazz,Clippers,122,109
2023-06-24,Pistons,Magic,131,99
2023-06-25,Spurs,Hornets,119,124
2023-06-26,Knicks,Heat,104,94
2023-06-27,Grizzlies,76ers,111,99
2023-06-28,Pelicans,Bulls,92,102
2023-06-29,Raptors,Heat,111,103
2023-06-30,Hornets,Hawks,99,116
2023-07-01,Bulls,Nuggets,105,103
2023-07-02,Cavaliers,Rockets,87,102
2023-07-03,Grizzlies,Knicks,100,86
2023-07-04,Thunder,Pistons,125,99
2023-07-05,Nets,76ers,109,109
2023-07-06,Wizards,Hornets,128,101
2023-07-07,Kings,Jazz,113,115
2023-07-08,Kings,76ers,102,132
2023-07-09,Timberwolves,Wizards,121,116
2023-07-10,Spurs,Wizards,124,99
2023-07-11,Pistons,Spurs,104,120
2023-07-12,Clippers,Pelicans,95,116
2023-07-13,Magic,Bucks,92,116
2023-07-14,Mavericks,Clippers,129,97
2023-07-15,Hawks,Warriors,112,100
2023-07-16,Cavaliers,Grizzlies,102,100
2023-07-17,Nets,Wizards,124,104
2023-07-18,76ers,Grizzlies,102,105
2023-07-19,Wizards,Thunder,106,101
2023-07-20,Clippers,Suns,107,104
2023-07-21,Mavericks,Heat,95,128
2023-07-22,76ers,Kings,105,131
2023-07-23,Bulls,Pistons,103,110
2023-07-24,Pelicans,Raptors,102,135
2023-07-25,Pelicans,Bucks,110,108
2023-07-26,Raptors,Warriors,123,122
2023-07-27,Pacers,Magic,116,95
2023-07-28,Heat,Hawks,122,93
2023-07-29,Hornets,Heat,104,91
2023-07-30,Jazz,Magic,102,98
2023-07-31,Wizards,Bucks,113,120
2023-08-01,Pacers,Pelicans,105,102
2023-08-02,Pelicans,Trail Blazers,109,115
2023-08-03,Celtics,Spurs,87,110
2023-08-04,Hawks,Heat,80,113
2023-08-05,Timberwolves,Magic,134,104
2023-08-06,Cavaliers,Hawks,94,95
2023-08-07,Trail Blazers,76ers,91,121
2023-08-08,Grizzlies,Wizards,140,105
2023-08-09,Spurs,Raptors,117,108
2023-08-10,Trail Blazers,Warriors,106,116
2023-08-11,Raptors,Thunder,129,101
2023-08-12,Trail Blazers,Hawks,125,110
2023-08-13,Nets,Kings,114,87
2023-08-14,Magic,Kings,108,133
2023-08-15,Warriors,Celtics,94,101
2023-08-16,Mavericks,Suns,141,95
2023-08-17,Rockets,Wizards,130,99
2023-08-18,Warriors,Grizzlies,103,106
2023-08-19,Hornets,Trail Blazers,96,97
2023-08-20,Bulls,76ers,103,135
2023-08-21,Magic,Cavaliers,106,117
2023-08-22,Bulls,Knicks,99,135
2023-08-23,Bucks,Hawks,108,93
2023-08-24,Hawks,Bucks,124,133
2023-08-25,Timberwolves,Trail Blazers,105,131
2023-08-26,Lakers,Pistons,129,118
2023-08-27,Warriors,Thunder,132,127
2023-08-28,Thunder,Lakers,118,101
2023-08-29,Bucks,Trail Blazers,91,113
2023-08-30,Mavericks,76ers,90,93
2023-08-31,Kings,Grizzlies,106,102
2023-09-01,Celtics,Rockets,112,108
2023-09-02,Suns,Lakers,107,141
2023-09-03,Mavericks,Nuggets,104,96
2023-09-04,Suns,Knicks,132,116
2023-09-05,Spurs,Bulls,102,123
2023-09-06,Bucks,Hornets,126,129
2023-09-07,Raptors,Bucks,87,103
2023-09-08,Thunder,76ers,93,114
2023-09-09,Spurs,Cavaliers,108,83
2023-09-10,Thunder,Hawks,123,106
2023-09-11,76ers,Nets,97,128
2023-09-12,Wizards,Raptors,118,109
2023-09-13,Nuggets,76ers,130,107
2023-09-14,76ers,Thunder,100,123
2023-09-15,76ers,Warriors,102,98
2023-09-16,Pistons,Trail Blazers,115,103
2023-09-17,Bucks,Nets,126,108
2023-09-18,Warriors,Grizzlies,91,125
2023-09-19,Hornets,Rockets,119,100
2023-09-20,Pelicans,Cavaliers,111,119
2023-09-21,Celtics,Suns,90,138
2023-09-22,Lakers,Bulls,108,107
2023-09-23,Jazz,Nets,104,125
2023-09-24,Hornets,Hawks,129,115
2023-09-25,Timberwolves,Celtics,121,111
2023-09-26,Bulls,Trail Blazers,87,126
2023-09-27,Rockets,Grizzlies,128,114
2023-09-28,Nets,Trail Blazers,114,102
2023-09-29,Knicks,Bucks,113,100
2023-09-30,Pelicans,Celtics,129,98
2023-10-01,Kings,Celtics,89,93
2023-10-02,Lakers,Hornets,85,116
2023-10-03,Trail Blazers,Pistons,120,104
2023-10-04,76ers,Nets,112,109
2023-10-05,Clippers,Magic,94,144
2023-10-06,Knicks,Celtics,122,99
2023-10-07,Cavaliers,Bulls,115,96
2023-10-08,Trail Blazers,Timberwolves,82,111
2023-10-09,76ers,Pistons,110,116
2023-10-10,Timberwolves,Bulls,113,119
2023-10-11,Pistons,Pacers,112,104
2023-10-12,76ers,Timberwolves,118,98
2023-10-13,Jazz,Heat,100,105
2023-10-14,Magic,Bucks,120,94
2023-10-15,Rockets,Hawks,80,101
2023-10-16,76ers,Cavaliers,109,118
2023-10-17,Mavericks,Heat,120,113
2023-10-18,Rockets,Lakers,109,98
2023-10-19,Celtics,Suns,103,90
2023-10-20,Nets,Warriors,113,112
2023-10-21,Mavericks,Bulls,113,126
2023-10-22,Hornets,Heat,123,113
2023-10-23,Grizzlies,Nets,106,114
2023-10-24,Timberwolves,Wizards,97,115
2023-10-25,Knicks,Pelicans,129,104
2023-10-26,Nuggets,Hornets,106,127
2023-10-27,Cavaliers,Timberwolves,120,111
2023-10-28,Spurs,Nets,106,119
2023-10-29,Nuggets,Suns,110,94
2023-10-30,Celtics,Cavaliers,90,109
2023-10-31,Trail Blazers,Hornets,117,108
2023-11-01,Knicks,Suns,110,122
2023-11-02,Warriors,Nuggets,105,107
2023-11-03,76ers,Thunder,113,121
2023-11-04,Cavaliers,Thunder,103,118
2023-11-05,Clippers,Nuggets,111,117
2023-11-06,Kings,Bulls,110,100
2023-11-07,Bucks,76ers,128,102
2023-11-08,76ers,Timberwolves,131,119
2023-11-09,Hawks,Lakers,82,119
2023-11-10,Warriors,Rockets,114,99
2023-11-11,Bulls,Timberwolves,114,105
2023-11-12,Kings,Knicks,121,97
2023-11-13,Trail Blazers,Kings,101,131
2023-11-14,Pelicans,Trail Blazers,121,103
2023-11-15,Rockets,Nuggets,126,110
2023-11-16,Clippers,76ers,120,99
2023-11-17,Nets,Wizards,101,92
2023-11-18,Pistons,Heat,100,111
2023-11-19,Clippers,Bulls,113,114
2023-11-20,Spurs,Raptors,113,80
2023-11-21,Pelicans,Nets,151,114
2023-11-22,Raptors,Celtics,107,104
2023-11-23,Raptors,Rockets,109,109
2023-11-24,Bucks,Jazz,119,125
2023-11-25,Bucks,Mavericks,117,97
2023-11-26,Cavaliers,Knicks,106,104
2023-11-27,Grizzlies,Raptors,92,114
2023-11-28,Bucks,Heat,109,120
2023-11-29,Magic,Warriors,88,105
2023-11-30,Celtics,Cavaliers,115,97
2023-12-01,Spurs,Grizzlies,98,125
2023-12-02,Bucks,Warriors,124,87
2023-12-03,Thunder,Heat,121,112
2023-12-04,Nets,Thunder,101,105
2023-12-05,Cavaliers,Grizzlies,124,102
2023-12-06,76ers,Wizards,98,120
2023-12-07,Trail Blazers,Rockets,126,109
2023-12-08,Hornets,Raptors,119,99
2023-12-09,Pistons,Nets,127,119
2023-12-10,Nets,Pistons,125,82
2023-12-11,Hawks,76ers,103,112
2023-12-12,Pacers,Heat,128,110
2023-12-13,Mavericks,76ers,111,116
2023-12-14,Knicks,Nets,92,135
2023-12-15,Cavaliers,Thunder,99,123
2023-12-16,Warriors,Hornets,89,124
2023-12-17,Lakers,Hornets,108,111
2023-12-18,Mavericks,Raptors,115,98
2023-12-19,Hornets,Nuggets,99,96
2023-12-20,Grizzlies,Knicks,92,114
2023-12-21,Lakers,Spurs,118,101
2023-12-22,Wizards,76ers,103,112
2023-12-23,Heat,Wizards,112,122
2023-12-24,Magic,Pelicans,106,105
2023-12-25,76ers,Raptors,111,106
2023-12-26,Thunder,Wizards,124,108
2023-12-27,Spurs,Bulls,100,127
2023-12-28,76ers,Kings,115,127
2023-12-29,Cavaliers,Wizards,106,112
2023-12-30,Nets,Celtics,117,90
2023-12-31,Jazz,Clippers,100,109
2024-01-01,Clippers,Magic,108,102
2024-01-02,Mavericks,Rockets,111,119
2024-01-03,Timberwolves,Magic,114,117
2024-01-04,Pacers,Jazz,105,110
2024-01-05,Celtics,Pelicans,107,112
2024-01-06,Warriors,Kings,89,118
2024-01-07,Bulls,Jazz,113,92
2024-01-08,Magic,Jazz,119,111
2024-01-09,Heat,Jazz,105,111
2024-01-10,Trail Blazers,Rockets,103,115
2024-01-11,Hawks,Heat,92,107
2024-01-12,Lakers,Jazz,109,84
2024-01-13,Suns,Cavaliers,101,118
2024-01-14,Wizards,Trail Blazers,95,104
2024-01-15,Jazz,Hawks,122,105
2024-01-16,Hawks,Wizards,105,105
2024-01-17,Rockets,Hawks,109,119
2024-01-18,Celtics,Raptors,119,132
2024-01-19,Cavaliers,Lakers,112,104
2024-01-20,Warriors,Magic,117,105
2024-01-21,Pelicans,Kings,125,111
2024-01-22,Bulls,Lakers,120,102
2024-01-23,Warriors,Celtics,107,117
2024-01-24,76ers,Cavaliers,96,101
2024-01-25,Raptors,Warriors,112,96
2024-01-26,Warriors,Pistons,107,105
2024-01-27,Nets,Hawks,105,106
2024-01-28,Trail Blazers,Kings,100,117
2024-01-29,Spurs,Heat,119,111
2024-01-30,Warriors,Mavericks,111,137
2024-01-31,76ers,Pistons,91,116
2024-02-01,Clippers,Thunder,114,112
2024-02-02,76ers,Raptors,104,119
2024-02-03,Hornets,Timberwolves,116,89
2024-02-04,Cavaliers,Hornets,100,118
2024-02-05,Spurs,Hawks,115,116
2024-02-06,Hawks,Pelicans,86,107
2024-02-07,Timberwolves,Clippers,118,104
2024-02-08,Trail Blazers,Bulls,102,122
2024-02-09,Lakers,Hornets,112,110
2024-02-10,Hawks,Kings,100,99
2024-02-11,Clippers,Bucks,101,133
2024-02-12,Rockets,Spurs,116,103
2024-02-13,Warriors,Pacers,128,111
2024-02-14,Hornets,Suns,126,112
2024-02-15,Knicks,Mavericks,123,105
2024-02-16,Kings,Knicks,120,96
2024-02-17,Pelicans,Clippers,110,126
2024-02-18,Pelicans,Warriors,93,110
2024-02-19,Warriors,Clippers,117,124
2024-02-20,Thunder,Hawks,110,100
2024-02-21,Magic,Cavaliers,106,88
2024-02-22,Magic,Bucks,99,132
2024-02-23,Rockets,Spurs,108,110
2024-02-24,Clippers,Bulls,96,105
2024-02-25,Hornets,Raptors,111,107
2024-02-26,Bucks,Trail Blazers,113,91
2024-02-27,Grizzlies,Pacers,136,104
2024-02-28,Magic,Pelicans,97,127
2024-02-29,Jazz,Raptors,94,110
2024-03-01,Clippers,Warriors,95,103
2024-03-02,Bulls,Hawks,104,97
2024-03-03,Grizzlies,Cavaliers,93,114
2024-03-04,Trail Blazers,Wizards,112,110
2024-03-05,Warriors,Jazz,110,90
2024-03-06,Rockets,Suns,119,103
2024-03-07,Hawks,Nuggets,125,108
2024-03-08,Magic,Heat,129,107
2024-03-09,Wizards,Timberwolves,110,103
2024-03-10,Knicks,Lakers,122,121
2024-03-11,Mavericks,Hawks,93,101
2024-03-12,Kings,Rockets,109,117
2024-03-13,Raptors,Thunder,120,108
2024-03-14,Warriors,Kings,104,118
2024-03-15,Grizzlies,Warriors,115,99
2024-03-16,Kings,Lakers,118,118
2024-03-17,Grizzlies,Warriors,109,85
2024-03-18,Pacers,Bucks,91,113
2024-03-19,Clippers,Magic,80,123
2024-03-20,Hornets,Bucks,115,110
2024-03-21,Cavaliers,76ers,123,125
2024-03-22,Bulls,Hawks,123,106
2024-03-23,Trail Blazers,Bucks,106,108
2024-03-24,Grizzlies,Suns,122,123
2024-03-25,Clippers,Celtics,111,104
2024-03-26,Bucks,Lakers,101,129
2024-03-27,Pelicans,76ers,93,112
2024-03-28,Jazz,Rockets,116,86
2024-03-29,Lakers,Wizards,110,112
2024-03-30,Kings,Raptors,121,117
2024-03-31,Suns,Timberwolves,95,100
2024-04-01,Cavaliers,Suns,111,111
2024-04-02,Bucks,Magic,117,101
2024-04-03,Clippers,Pelicans,97,122
2024-04-04,Heat,Lakers,92,111
2024-04-05,Thunder,Spurs,114,114
2024-04-06,Bucks,Hawks,99,101
2024-04-07,Jazz,Pistons,111,94
2024-04-08,Mavericks,Cavaliers,122,118
2024-04-09,Grizzlies,Raptors,119,117
2024-04-10,Nets,Bucks,110,99
2024-04-11,Grizzlies,Kings,118,107
2024-04-12,Spurs,Hawks,126,108
2024-04-13,Magic,Kings,133,120
2024-04-14,Clippers,Grizzlies,124,115
2024-04-15,Timberwolves,Mavericks,115,105
2024-04-16,Grizzlies,76ers,120,109
2024-04-17,Hornets,Nets,136,109
2024-04-18,Hawks,Warriors,91,114
2024-04-19,Suns,Clippers,123,123
2024-04-20,Knicks,Suns,107,80
2024-04-21,Heat,Pelicans,110,95
2024-04-22,Magic,Lakers,121,103
2024-04-23,Warriors,Trail Blazers,135,108
2024-04-24,Magic,Lakers,120,128
2024-04-25,Hornets,Clippers,87,113
2024-04-26,Nuggets,Thunder,85,113
2024-04-27,Bulls,Pelicans,102,83
2024-04-28,Nets,Kings,105,116
2024-04-29,Hawks,Grizzlies,102,80
2024-04-30,Timberwolves,76ers,105,113
2024-05-01,Cavaliers,Nuggets,136,102
2024-05-02,Timberwolves,Rockets,135,115
2024-05-03,Timberwolves,Lakers,103,104
2024-05-04,Warriors,Celtics,105,113
2024-05-05,Pelicans,Jazz,86,123
2024-05-06,Timberwolves,Rockets,122,113
2024-05-07,Spurs,Pelicans,113,107
2024-05-08,Rockets,Nuggets,120,117
2024-05-09,Nuggets,Celtics,109,95
2024-05-10,Nuggets,Lakers,91,93
2024-05-11,Bulls,Wizards,116,91
2024-05-12,Suns,Warriors,111,117
2024-05-13,Raptors,Grizzlies,92,99
2024-05-14,Jazz,Pelicans,107,96
2024-05-15,Pistons,Rockets,81,99
2024-05-16,Thunder,Grizzlies,137,99
2024-05-17,Timberwolves,Nets,121,102
2024-05-18,Clippers,Raptors,117,116
2024-05-19,Bulls,Raptors,103,127
2024-05-20,Timberwolves,Lakers,108,116
2024-05-21,Wizards,Pacers,112,114
2024-05-22,Wizards,Pelicans,123,96
2024-05-23,Pacers,Nets,115,109
2024-05-24,Bucks,Pistons,107,116
2024-05-25,Bulls,76ers,125,103
2024-05-26,Pistons,Trail Blazers,124,110
2024-05-27,Clippers,Nets,82,129
2024-05-28,Warriors,Lakers,103,99
2024-05-29,Hornets,Pistons,89,106
2024-05-30,Thunder,Nuggets,120,100
2024-05-31,76ers,Heat,104,113
2024-06-01,Grizzlies,Kings,111,121
2024-06-02,Jazz,Spurs,116,117
2024-06-03,Warriors,Timberwolves,121,137
2024-06-04,Wizards,Magic,128,98
2024-06-05,Spurs,Pacers,90,121
2024-06-06,Nuggets,Celtics,105,104
2024-06-07,Bucks,Celtics,111,102
2024-06-08,Lakers,Cavaliers,107,113
2024-06-09,Trail Blazers,76ers,106,114
2024-06-10,76ers,Knicks,100,139
2024-06-11,Suns,Cavaliers,117,131
2024-06-12,Timberwolves,Warriors,128,119
2024-06-13,Kings,Trail Blazers,90,102
2024-06-14,Pacers,Nuggets,117,96
2024-06-15,Bucks,Mavericks,101,125
2024-06-16,Pacers,Celtics,114,108
2024-06-17,Nets,Grizzlies,88,105
2024-06-18,Nuggets,Cavaliers,82,117
2024-06-19,Wizards,Nuggets,99,96
2024-06-20,Hornets,Bulls,131,104
2024-06-21,Grizzlies,Jazz,99,111
2024-06-22,Timberwolves,Cavaliers,121,125
2024-06-23,Grizzlies,Knicks,106,101
2024-06-24,Suns,Hawks,104,96
2024-06-25,Pistons,Thunder,115,113
2024-06-26,Pacers,Hornets,104,101
2024-06-27,Thunder,Magic,126,106
2024-06-28,76ers,Wizards,136,103
2024-06-29,Timberwolves,Jazz,100,119
2024-06-30,Suns,Timberwolves,80,111
2024-07-01,Trail Blazers,Raptors,117,113
2024-07-02,Thunder,Mavericks,115,92
2024-07-03,Wizards,Magic,127,98
2024-07-04,Celtics,Bucks,104,95
2024-07-05,Timberwolves,Jazz,92,107
2024-07-06,Cavaliers,Mavericks,113,103
2024-07-07,Hawks,Celtics,106,97
2024-07-08,Jazz,Bucks,103,136
2024-07-09,Nets,Spurs,115,126
2024-07-10,Bucks,Hawks,106,108
2024-07-11,Pelicans,Magic,133,100
2024-07-12,Knicks,Trail Blazers,109,112
2024-07-13,Pistons,Kings,122,109
2024-07-14,Raptors,Heat,105,108
2024-07-15,Grizzlies,Celtics,116,97
2024-07-16,Wizards,Knicks,102,125
2024-07-17,Thunder,76ers,112,105
2024-07-18,Nets,Cavaliers,96,137
2024-07-19,Mavericks,Hornets,125,107
2024-07-20,Jazz,Cavaliers,120,111
2024-07-21,Pistons,Jazz,100,115
2024-07-22,Mavericks,Hornets,123,95
2024-07-23,Thunder,Wizards,113,102
2024-07-24,Wizards,Kings,126,106
2024-07-25,Mavericks,Cavaliers,94,114
2024-07-26,Nuggets,Grizzlies,106,115
2024-07-27,Jazz,Suns,88,109
2024-07-28,Heat,Bulls,111,116
2024-07-29,Kings,Nets,102,128
2024-07-30,Nets,Kings,98,109
2024-07-31,Rockets,Nuggets,94,109
2024-08-01,Clippers,Nuggets,109,93
2024-08-02,Rockets,Suns,107,103
2024-08-03,Nets,Pistons,87,97
2024-08-04,Nuggets,Suns,123,81
2024-08-05,76ers,Pistons,118,111
2024-08-06,Pelicans,Warriors,122,110
2024-08-07,Pistons,Timberwolves,133,105
2024-08-08,Timberwolves,Jazz,109,99
2024-08-09,Heat,Pelicans,105,132
2024-08-10,Spurs,Raptors,113,91
2024-08-11,Bucks,Jazz,111,118
2024-08-12,Timberwolves,Grizzlies,122,101
2024-08-13,Clippers,Hornets,107,101
2024-08-14,Thunder,Bucks,106,115
2024-08-15,Pelicans,Bulls,110,133
2024-08-16,Mavericks,Pacers,97,111
2024-08-17,Nuggets,Grizzlies,126,111
2024-08-18,Kings,Nuggets,115,115
2024-08-19,76ers,Lakers,97,132
2024-08-20,Timberwolves,Nets,124,100
2024-08-21,Clippers,Wizards,109,117
2024-08-22,Timberwolves,Bucks,115,115
2024-08-23,Suns,Spurs,97,97
2024-08-24,Clippers,Jazz,107,98
2024-08-25,Kings,Grizzlies,93,120
2024-08-26,Thunder,Timberwolves,109,114
2024-08-27,Trail Blazers,Hawks,102,118
2024-08-28,Pistons,Wizards,111,86
2024-08-29,Thunder,Raptors,111,102
2024-08-30,Kings,Nets,96,100
2024-08-31,Nets,Warriors,95,115
2024-09-01,Warriors,Cavaliers,100,106
2024-09-02,Spurs,Heat,111,104
2024-09-03,Mavericks,Nuggets,108,87
2024-09-04,Nuggets,Warriors,111,114
2024-09-05,Nuggets,Mavericks,132,125
2024-09-06,Thunder,Suns,106,89
2024-09-07,Warriors,Pelicans,107,129
2024-09-08,Lakers,Nets,107,125
2024-09-09,Clippers,Pelicans,90,121
2024-09-10,Jazz,Rockets,102,107
2024-09-11,76ers,Bucks,108,113
2024-09-12,Grizzlies,Bulls,114,105
2024-09-13,Bulls,Warriors,106,140
